,Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Price_in_taka,Location
175,740 Square Feet Residential Flat Is Ready To Sale At Middle Pirerbag,2.0,2.0,4,vacant,740.0,dhaka,"৳3,500,000","Pirerbag, Mirpur"
176,"1370 Sq Ft Apartment Is Available For Sale In Middle Badda, Adarsha Nagar",3.0,3.0,5,vacant,1370.0,dhaka,"৳9,200,000","Middle Badda, Badda"
177,"950 Sq Ft Apartment For Sale In Dakshin Khan, Near Islami Bank Bd Ltd.",3.0,2.0,2,vacant,950.0,dhaka,"৳4,000,000","Moushair, Dakshin Khan"
178,"A 1,365 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Uttar Badda",3.0,3.0,3,vacant,1365.0,dhaka,"৳8,540,000","Uttar Badda, Badda"
179,Favorable 1128 SFT 3 Bedroom Flat For Sale In Badda,3.0,3.0,3,vacant,1128.0,dhaka,"৳7,118,000","Uttar Badda, Badda"
180,We Are Offering You A Very Spacious 1960 Sq Ft Flat For Sale In Gulshan 1,3.0,4.0,3,vacant,1960.0,dhaka,"৳39,000,000","Gulshan 1, Gulshan"
181,Valuable 1705 Square Feet Apartment Is Ready To Sale In Kalabagan,3.0,3.0,1,vacant,1705.0,dhaka,"৳16,900,000","Lake Circus Road, Kalabagan"
182,1370 square feet apartment is ready to sale in Shukrabad,3.0,3.0,6,vacant,1370.0,dhaka,"৳12,500,000","Shukrabad, Dhanmondi"
183,"2125 Square Feet Apartment For Sale In Bashundhara R-a, Block L",3.0,3.0,4,vacant,2125.0,dhaka,"৳20,000,000","Block L, Bashundhara R-A"
184,Buy This 2687 Square Feet Flat In The Nice Area Of Banani,3.0,3.0,4,vacant,2687.0,dhaka,"৳47,500,000","Road No 25, Banani"
185,Modern 1150 Sq Ft Flat For Sale In Badda,3.0,3.0,3,vacant,1150.0,dhaka,"৳8,800,000","Middle Badda, Badda"
186,"2119 Sq Ft Apartment For Sale In Bashundhara R-a, Near North South University",3.0,3.0,8,vacant,2119.0,dhaka,"৳19,000,000","Block B, Bashundhara R-A"
187,Live A Restful Life In This 2318 Square Feet Flat For Sale In Bashundhara R-a,4.0,4.0,2,vacant,2318.0,dhaka,"৳23,000,000","Block D, Bashundhara R-A"
188,Worthy 1397 Sq Ft Nice Flat Is Ready For Sale At Demra,3.0,3.0,8,vacant,1397.0,dhaka,"৳8,000,000","Matuail, Demra"
189,Offering You 2400 Sq Ft Flat For Sale In Aftab Nagar,3.0,3.0,1,vacant,2400.0,dhaka,"৳20,000,000","Block H, Aftab Nagar"
190,1300 Square Feet Residential Flat With Nicely Built Rooms Is Up For Sale In Shyampur,3.0,3.0,3,vacant,1300.0,dhaka,"৳8,000,000","West Dolairpar, Shyampur"
191,Nice 1300 Sq Ft Flat Is Available For Sale In Shyampur,3.0,3.0,4,vacant,1300.0,dhaka,"৳8,000,000","West Dolairpar, Shyampur"
192,1300 Sq Ft Flat Is Now Vacant For Sale In Shyampur,3.0,3.0,6,vacant,1300.0,dhaka,"৳8,000,000","West Dolairpar, Shyampur"
193,1900 Sq Ft Residential Duplex Property Is Now For Sale Which Is In Bashundhara R-a,3.0,3.0,1,vacant,1900.0,dhaka,"৳21,000,000","Block B, Bashundhara R-A"
194,Property In Aftab Nagar– 1500 Sq Ft Flat For Sale,3.0,3.0,5,vacant,1500.0,dhaka,"৳11,000,000","Block H, Aftab Nagar"
195,Uttara Is Offering You A 1450 Sq Ft Residential Apartment Up For Sale,3.0,3.0,3,vacant,1450.0,dhaka,"৳9,500,000","Sector 10, Uttara"
196,Offering you 750 SQ FT flat for sale in Uttara 10,2.0,2.0,2,vacant,750.0,dhaka,"৳6,200,000","Sector 10, Uttara"
197,Visit This 2343 Sq Ft Flat For Sale In Uttara Sector 6.,3.0,3.0,4,vacant,2343.0,dhaka,"৳22,000,000","Sector 6, Uttara"
198,Vacant Now | 1185 Sq Ft | Three Bedrooms Apt. | Ready To Move,3.0,3.0,5,vacant,1185.0,dhaka,"৳11,000,000","Lake Circus Road, Kalabagan"
199,"In A Great Location Of Bashundhara R-a, Block H, 1610 Sq Ft Apartment Is Up For Sale",3.0,3.0,4,vacant,1610.0,dhaka,"৳13,100,000","Block H, Bashundhara R-A"
200,"You can buy this lovely apartment of 2180 sq ft to live a relaxed life at Bashundhara R-A, Block J",4.0,4.0,7,vacant,2180.0,dhaka,"৳17,500,000","Block J, Bashundhara R-A"
201,"Wonderful Flat Covering An Area Of 3,650 Sq Ft Is Available For Sale In Gulshan 2",4.0,4.0,2,vacant,3650.0,dhaka,"৳78,000,000","Gulshan 2, Gulshan"
203,2700 Square Feet Apartment For Sale In Gulshan 1,3.0,3.0,3,vacant,2700.0,dhaka,"৳55,000,000","Gulshan 1, Gulshan"
204,Strongly Constructed 1175 Sq Ft Home Is Available To Sale In Baitul Aman Housing Society,3.0,2.0,2,vacant,1175.0,dhaka,"৳8,300,000","Baitul Aman Housing Society, Adabor"
205,Flat For Sale In Mirpur Section 6 Near Mosque,2.0,2.0,1,vacant,650.0,dhaka,"৳3,100,000","Section 6, Mirpur"
206,"1331 Sq Ft Apartment Is Now Available For Sale In Sector 4, Uttara",3.0,4.0,1,vacant,1331.0,dhaka,"৳16,000,000","Sector 4, Uttara"
207,"2 Bedrooms Apartment For Sale In Nobodoy Housing Society, Mohammadpur",2.0,2.0,4,vacant,900.0,dhaka,"৳4,500,000","Nobodoy Housing Society, Mohammadpur"
208,"1350 Sq Ft Flat Sale In Free School Street Road, Kathalbagan",3.0,3.0,2,vacant,1350.0,dhaka,"৳14,200,000","Free School Street, Kathalbagan"
209,Comfortable Flat Is Up For Sale In Pallabi Nearby City Club Ground,3.0,3.0,5,vacant,1200.0,dhaka,"৳7,500,000","Pallabi, Mirpur"
210,"Picture Yourself, Residing In This Well Constructed And Planned 2045 Sq Ft Apartment In Uttara-7, For Sale",3.0,3.0,1,vacant,2045.0,dhaka,"৳23,625,000","Sector 7, Uttara"
211,Offering 1500 Sq Ft Flat For Sale In Niketan,3.0,3.0,1,vacant,1500.0,dhaka,"৳25,000,000","Block C, Niketan"
212,Pleasant 1410 Sq Ft Residential Apartment For Sale In Shantinagar,3.0,3.0,4,vacant,1410.0,dhaka,"৳13,800,000","Vashani Goli, Shantinagar"
213,A Standard Lifestyle Is Awaiting You In This 650 Square Feet Flat Up For Sale In Sutrapur,2.0,2.0,5,vacant,650.0,dhaka,"৳4,000,000","Gandaria, Sutrapur"
214,An Apartment For Sale Is All Set For You To Settle In Mohammadpur Close To Dhaka Udyan Government College,3.0,3.0,8th,vacant,1100.0,dhaka,"৳4,700,000","Dhaka Uddan, Mohammadpur"
215,A Flat With All Facilities Is Up For Sale At West Shewrapara Near Baitul Arafa Masjid,3.0,2.0,2,vacant,1220.0,dhaka,"৳5,000,000","West Shewrapara, Mirpur"
216,1240 Square Feet Flat For Sale In The Location Of Shah Ali Bag,3.0,3.0,5,vacant,1240.0,dhaka,"৳7,320,000","Section 1, Mirpur"
217,1700 Sq.Ft. Apartment For Sale In Dakshin Khan Close To Nogoriabari Mohammadia Jame Masjid,3.0,3.0,5,vacant,1700.0,dhaka,"৳6,500,000","South Chalabon, Dakshin Khan"
218,Flat For Sale Covering A Beautiful Area In West Agargaon Nearby Momataj Memorial High School,3.0,3.0,1,vacant,1400.0,dhaka,"৳8,500,000","West Agargaon, Agargaon"
219,Residential Apartment Is For Sale In Mirpur Nearby Baitul Jannah Jame Masjid And Madrasha Complex,3.0,3.0,1,vacant,1050.0,dhaka,"৳4,700,000","Section 6, Mirpur"
221,Nice 1240 Sq Ft Flat Is Available For Sale In Dakkhin Paikpara,3.0,3.0,8,vacant,1240.0,dhaka,"৳8,700,000","Dakkhin Paikpara, Mirpur"
222,1504 Sq Ft Flat Is For Sale In The Thriving Arena Of Keraniganj,3.0,3.0,1,vacant,1504.0,dhaka,"৳7,100,000",Keraniganj
223,Find 750 Sq Ft Flat Available For Sale In Kadamtali,2.0,2.0,5,vacant,750.0,dhaka,"৳4,000,000","Kadamtali, Shyampur"
224,"Buy This Nice 750 Sq Ft Flat In Kadamtali, To Fulfill Your Wish",2.0,2.0,7,vacant,750.0,dhaka,"৳3,500,000","Kadamtali, Shyampur"
227,1485 Sq ft Apartment with 3 bedrooms For Sale in Mohammadpur,3.0,3.0,8,vacant,1485.0,dhaka,"৳13,200,000","Jahuri Moholla, Mohammadpur"
228,"1545 Sq Ft Flat With 3 Modest Bedrooms For Sale In Mirpur-2, Block C",3.0,3.0,5,vacant,1545.0,dhaka,"৳14,000,000","Section 2, Mirpur"
229,Completely suitable and ready flat of 1050 SQ FT for Sale in Kallyanpur,3.0,3.0,6,vacant,1050.0,dhaka,"৳8,200,000","Kallyanpur, Mirpur"
231,"Near Rampura Thana, 900 Sq.ft And 2 Bedroom Flat For Sale In West Rampura",2.0,2.0,5,vacant,900.0,dhaka,"৳4,100,000","West Rampura, Rampura"
232,1340 Sq.ft Apartment Is For Sale Close To Muslim para Jame Masjid At Madhya Ajampur,3.0,3.0,3,vacant,1340.0,dhaka,"৳6,200,000","Madhya Ajampur, Dakshin Khan"
233,"1400 Sq Ft Flat With 3 Bedrooms Is Up For Sale In Mohammadpur, Mohammadia Housing Society",3.0,3.0,7,vacant,1400.0,dhaka,"৳11,500,000","Mohammadia Housing Society, Mohammadpur"
234,A Nicely Build 1275 Sq Ft And 3 Bedroom Apartment Is Vacant For Sale In Uttar Badda .,3.0,3.0,3,vacant,1275.0,dhaka,"৳8,000,000","Uttar Badda, Badda"
236,"An Apartment Is Up For Sale In Ibrahimpur, Near Ibrahimpur Central Jame Masjid.",2.0,2.0,5,vacant,1050.0,dhaka,"৳4,800,000","North Ibrahimpur, Ibrahimpur"
237,A Decent Apartment In Mohakhali Near Jabala ICDDRB Is Up For Sale,2.0,2.0,5,vacant,850.0,dhaka,"৳5,500,000","Dakhshin Para, Mohakhali"
238,Flat For Sale In West Agargaon Nearby Bangladesh Public Service Commission,3.0,4.0,2,vacant,1440.0,dhaka,"৳7,300,000","West Agargaon, Agargaon"
239,"You Can Move Into This Well Planned And Comfortable Residential Flat In Uttara Sector 11 For Sale , Of 948 Sq Ft, Near Shaheed Monsur Ali Medical College And Hospital",2.0,3.0,5,vacant,948.0,dhaka,"৳7,000,000","Sector 11, Uttara"
240,Stunning 2644 Square Feet Apartment For Sale In Gulshan 1,4.0,4.0,5,vacant,2644.0,dhaka,"৳35,000,000","Gulshan 1, Gulshan"
241,Convenient 800 Square Feet Apartment For Sale In Dhanmondi,2.0,2.0,6,vacant,800.0,dhaka,"৳6,950,000","North Circular Road, Dhanmondi"
242,A 2000 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Bashundhara R-a,4.0,4.0,5,vacant,2000.0,dhaka,"৳22,000,000","Block B, Bashundhara R-A"
243,"1593 Sq Ft Nicely Planned Apartment Is Available For Sale In Lalmatia, Block B",3.0,3.0,4,vacant,1593.0,dhaka,"৳21,500,000","Block B, Lalmatia"
244,A 1220 Sq Ft Home Is Available To Sale In West Shewrapara,3.0,2.0,6,vacant,1220.0,dhaka,"৳5,000,000","West Shewrapara, Mirpur"
245,1040 Sq Ft Properly Developed Flat For Sale In Rajanigandha Residential Area,2.0,2.0,1,vacant,1040.0,dhaka,"৳6,500,000","Section 15, Mirpur"
246,"A 1620 Sq Ft Residential Apartment For Sale, In Block C, Khilgaon",3.0,3.0,4,vacant,1620.0,dhaka,"৳16,500,000","Block C, Khilgaon"
247,Flat For Sale Covering A Beautiful Area In Bashundhara R-a Nearby Basundhara Residential Area Puja Mondop.,3.0,3.0,4,vacant,1550.0,dhaka,"৳14,500,000","Block I, Bashundhara R-A"
248,"1000 Sq Ft Apartment For Sale In Pallabi, Mirpur",2.0,2.0,5,vacant,1000.0,dhaka,"৳5,500,000","Pallabi, Mirpur"
250,A Standard Apartment In Mirpur Near To M.A Zabbar Memorial High School Is Up For Sale,2.0,2.0,2,vacant,740.0,dhaka,"৳4,000,000","Pirerbag, Mirpur"
251,An Attractively Designed 1250 Sq Ft Apartment For Sale In Mirpur Section 10,3.0,3.0,6,vacant,1250.0,dhaka,"৳7,800,000","Section 10, Mirpur"
252,"Buy This Modest 1430 Sq Ft Flat In Bashundhara R-a, Block J",3.0,3.0,5,vacant,1430.0,dhaka,"৳12,000,000","Block J, Bashundhara R-A"
253,Celebrate Life Each Day In Your New Apartment Of 1690 Sq Ft At Boro Maghbazar With Your Beloved Family,3.0,3.0,1,vacant,1690.0,dhaka,"৳14,800,000","Boro Maghbazar, Maghbazar"
254,A 1330 Square Ft. Apartment Is For Sale At Banasree,3.0,3.0,1,vacant,1330.0,dhaka,"৳7,900,000","Block B, Banasree"
255,An Impressive 1230 Sq Ft Residential Apartment Is Up For Sale In The Center Of East Shewrapara Near To Jheelpar Jame Masjid,3.0,3.0,2,vacant,1230.0,dhaka,"৳7,400,000","East Shewrapara, Mirpur"
256,An Apartment Of 1700 Sq Ft Is Ready For Sale At Uttara,3.0,3.0,7,vacant,1700.0,dhaka,"৳17,000,000","Sector 7, Uttara"
257,"1300 Sq Ft Residential Apartment Is Up For Sale At Uttara, Sector 10",3.0,3.0,6,vacant,1300.0,dhaka,"৳8,000,000","Sector 10, Uttara"
258,A Convenient 1175 Sq Ft Residential Apartment Is Prepared For Sale At South Pirerbag,3.0,2.0,6,vacant,1175.0,dhaka,"৳6,300,000","Pirerbag, Mirpur"
259,"In East Monipur , 1265 Square Feet Apartment Is For Sale.",3.0,3.0,6,vacant,1265.0,dhaka,"৳8,500,000","East Monipur, Mirpur"
260,"Residential Apartment For Sale in Tipu Sultan Road, Middle Pirerbag",3.0,2.0,7,vacant,1000.0,dhaka,"৳5,700,000","Pirerbag, Mirpur"
261,A Delightful Apartment Of 1554 Sq Ft Is Ready For Sale In A Great Location Of Pallabi,3.0,3.0,1,vacant,1554.0,dhaka,"৳11,500,000","Pallabi, Mirpur"
262,1570 Sq Ft Flat For Sale In Imandipur Road near Imandipur Government Primary School,3.0,3.0,8,vacant,1570.0,dhaka,"৳5,600,000","Imandipur, Savar"
263,Visit This Apartment For Sale In East Monipur Near Life Aid Specialized Hospital Pvt. Ltd.,3.0,2.0,5,vacant,1050.0,dhaka,"৳4,500,000","East Monipur, Mirpur"
264,Check This Nice 815 Sq Ft Flat For Sale At East Monipur Nearby Monipur Baitur Rowshon Jame Masjid,2.0,2.0,6,vacant,815.0,dhaka,"৳4,200,000","East Monipur, Mirpur"
266,Commodious 1590 Sq Ft Flat For Sale In Banasree,3.0,3.0,6,vacant,1590.0,dhaka,"৳11,200,000","Block B, Banasree"
267,"2000 Sq Ft Flat For Sale In Banasree, Block A",4.0,4.0,4,vacant,2000.0,dhaka,"৳21,500,000","Block A, Banasree"
268,"Grab This 800 Square Feet Apartment For Sale In Bashundhara, Block J",2.0,2.0,4,vacant,800.0,dhaka,"৳8,600,000","Block J, Bashundhara R-A"
269,We Are Offering You A Very Spacious 1960 Sq Ft Flat For Sale In Gulshan 1,3.0,4.0,3,vacant,1960.0,dhaka,"৳39,000,000","Gulshan 1, Gulshan"
270,Valuable 1705 Square Feet Apartment Is Ready To Sale In Kalabagan,3.0,3.0,1,vacant,1705.0,dhaka,"৳16,900,000","Lake Circus Road, Kalabagan"
271,1370 square feet apartment is ready to sale in Shukrabad,3.0,3.0,6,vacant,1370.0,dhaka,"৳12,500,000","Shukrabad, Dhanmondi"
272,"2125 Square Feet Apartment For Sale In Bashundhara R-a, Block L",3.0,3.0,4,vacant,2125.0,dhaka,"৳20,000,000","Block L, Bashundhara R-A"
273,Buy This 2687 Square Feet Flat In The Nice Area Of Banani,3.0,3.0,4,vacant,2687.0,dhaka,"৳47,500,000","Road No 25, Banani"
274,Modern 1150 Sq Ft Flat For Sale In Badda,3.0,3.0,3,vacant,1150.0,dhaka,"৳8,800,000","Middle Badda, Badda"
275,"2119 Sq Ft Apartment For Sale In Bashundhara R-a, Near North South University",3.0,3.0,8,vacant,2119.0,dhaka,"৳19,000,000","Block B, Bashundhara R-A"
276,Live A Restful Life In This 2318 Square Feet Flat For Sale In Bashundhara R-a,4.0,4.0,2,vacant,2318.0,dhaka,"৳23,000,000","Block D, Bashundhara R-A"
277,Worthy 1397 Sq Ft Nice Flat Is Ready For Sale At Demra,3.0,3.0,8,vacant,1397.0,dhaka,"৳8,000,000","Matuail, Demra"
278,Offering You 2400 Sq Ft Flat For Sale In Aftab Nagar,3.0,3.0,1,vacant,2400.0,dhaka,"৳20,000,000","Block H, Aftab Nagar"
279,1300 Square Feet Residential Flat With Nicely Built Rooms Is Up For Sale In Shyampur,3.0,3.0,3,vacant,1300.0,dhaka,"৳8,000,000","West Dolairpar, Shyampur"
280,Nice 1300 Sq Ft Flat Is Available For Sale In Shyampur,3.0,3.0,4,vacant,1300.0,dhaka,"৳8,000,000","West Dolairpar, Shyampur"
281,1300 Sq Ft Flat Is Now Vacant For Sale In Shyampur,3.0,3.0,6,vacant,1300.0,dhaka,"৳8,000,000","West Dolairpar, Shyampur"
282,1900 Sq Ft Residential Duplex Property Is Now For Sale Which Is In Bashundhara R-a,3.0,3.0,1,vacant,1900.0,dhaka,"৳21,000,000","Block B, Bashundhara R-A"
283,Property In Aftab Nagar– 1500 Sq Ft Flat For Sale,3.0,3.0,5,vacant,1500.0,dhaka,"৳11,000,000","Block H, Aftab Nagar"
284,Uttara Is Offering You A 1450 Sq Ft Residential Apartment Up For Sale,3.0,3.0,3,vacant,1450.0,dhaka,"৳9,500,000","Sector 10, Uttara"
285,Offering you 750 SQ FT flat for sale in Uttara 10,2.0,2.0,2,vacant,750.0,dhaka,"৳6,200,000","Sector 10, Uttara"
286,Visit This 2343 Sq Ft Flat For Sale In Uttara Sector 6.,3.0,3.0,4,vacant,2343.0,dhaka,"৳22,000,000","Sector 6, Uttara"
287,"1350 Sq Ft Flat Sale In Free School Street Road, Kathalbagan",3.0,3.0,2,vacant,1350.0,dhaka,"৳14,200,000","Free School Street, Kathalbagan"
288,Comfortable Flat Is Up For Sale In Pallabi Nearby City Club Ground,3.0,3.0,5,vacant,1200.0,dhaka,"৳7,500,000","Pallabi, Mirpur"
289,"Picture Yourself, Residing In This Well Constructed And Planned 2045 Sq Ft Apartment In Uttara-7, For Sale",3.0,3.0,1,vacant,2045.0,dhaka,"৳23,625,000","Sector 7, Uttara"
290,Offering 1500 Sq Ft Flat For Sale In Niketan,3.0,3.0,1,vacant,1500.0,dhaka,"৳25,000,000","Block C, Niketan"
291,Pleasant 1410 Sq Ft Residential Apartment For Sale In Shantinagar,3.0,3.0,4,vacant,1410.0,dhaka,"৳13,800,000","Vashani Goli, Shantinagar"
292,A Standard Lifestyle Is Awaiting You In This 650 Square Feet Flat Up For Sale In Sutrapur,2.0,2.0,5,vacant,650.0,dhaka,"৳4,000,000","Gandaria, Sutrapur"
293,Vacant Now | 1185 Sq Ft | Three Bedrooms Apt. | Ready To Move,3.0,3.0,5,vacant,1185.0,dhaka,"৳11,000,000","Lake Circus Road, Kalabagan"
294,"In A Great Location Of Bashundhara R-a, Block H, 1610 Sq Ft Apartment Is Up For Sale",3.0,3.0,4,vacant,1610.0,dhaka,"৳13,100,000","Block H, Bashundhara R-A"
295,"You can buy this lovely apartment of 2180 sq ft to live a relaxed life at Bashundhara R-A, Block J",4.0,4.0,7,vacant,2180.0,dhaka,"৳17,500,000","Block J, Bashundhara R-A"
296,"Wonderful Flat Covering An Area Of 3,650 Sq Ft Is Available For Sale In Gulshan 2",4.0,4.0,2,vacant,3650.0,dhaka,"৳78,000,000","Gulshan 2, Gulshan"
298,2700 Square Feet Apartment For Sale In Gulshan 1,3.0,3.0,3,vacant,2700.0,dhaka,"৳55,000,000","Gulshan 1, Gulshan"
299,Strongly Constructed 1175 Sq Ft Home Is Available To Sale In Baitul Aman Housing Society,3.0,2.0,2,vacant,1175.0,dhaka,"৳8,300,000","Baitul Aman Housing Society, Adabor"
300,Flat For Sale In Mirpur Section 6 Near Mosque,2.0,2.0,1,vacant,650.0,dhaka,"৳3,100,000","Section 6, Mirpur"
301,"1331 Sq Ft Apartment Is Now Available For Sale In Sector 4, Uttara",3.0,4.0,1,vacant,1331.0,dhaka,"৳16,000,000","Sector 4, Uttara"
302,"2 Bedrooms Apartment For Sale In Nobodoy Housing Society, Mohammadpur",2.0,2.0,4,vacant,900.0,dhaka,"৳4,500,000","Nobodoy Housing Society, Mohammadpur"
303,950 Sq Ft Flat Featuring 3 Bedrooms For Sale In Malibagh,3.0,2.0,2,vacant,950.0,dhaka,"৳6,000,000","Gulbag, Malibagh"
304,"Start Residing In This 1230 Sq Ft, Properly Developed Apartment For Sale, In West Shewrapara",2.0,2.0,6,vacant,1230.0,dhaka,"৳5,000,000","West Shewrapara, Mirpur"
305,"1150 Sq Ft Apartment With Serene Views Is Up For Sale In Middle Monipur, Mirpur",3.0,2.0,7,vacant,1150.0,dhaka,"৳6,500,000","Middle Monipur, Mirpur"
306,"Make Sure To Buy This 1150 Sq Ft Apartment, If You Are Looking For A Permanent Residence In Middle Monipur",3.0,2.0,7,vacant,1150.0,dhaka,"৳6,500,000","Middle Monipur, Mirpur"
307,1150 Sq.ft Apartment Is Available For Sale In West Manikdi Which Is Tailored To Your Highest Standards,3.0,3.0,7,vacant,1150.0,dhaka,"৳6,700,000","Manikdi, Cantonment"
308,"Plan Your Urban Life In This 1250 Sq Ft Flat For Sale In Mirpur, East Kazipara",3.0,3.0,2,vacant,1250.0,dhaka,"৳7,600,000","East Kazipara, Mirpur"
309,"Get Ready To Buy This Great Home Of 860 sft In Mirpur, Rupnagar R/a",2.0,2.0,2,vacant,860.0,dhaka,"৳4,900,000","Rupnagar R/A, Mirpur"
310,1050 Square Feet Residential Apartment For Sale At West Kazipara Nearby Baish Bari Masjid,3.0,2.0,1,vacant,1050.0,dhaka,"৳6,200,000","West Kazipara, Mirpur"
311,"Worthy 3355 Sq Ft Residential Apartment Is For Sale At Uttara, Sector 4",4.0,4.0,10,vacant,3355.0,dhaka,"৳39,000,000","Sector 4, Uttara"
312,Buy This 1375 Sq Ft Apartment In Mirpur-6,3.0,3.0,5,vacant,1375.0,dhaka,"৳12,100,000","Section 6, Mirpur"
314,Worthy 900 SQ FT residence is for sale at North Pirerbag,3.0,2.0,2,vacant,900.0,dhaka,"৳5,000,000","Pirerbag, Mirpur"
315,"This 1008 Sq.Ft Convenient Flat Is For Sale In Shadheenata Sharani, Mirpur 10.",3.0,3.0,5,vacant,1008.0,dhaka,"৳4,838,400","Section 10, Mirpur"
316,For Selling Purpose This 1055 Sq.Ft Flat Is Now Vacant In Army Housing Society Road-Moushair .,3.0,2.0,3,vacant,1055.0,dhaka,"৳5,300,000","Moushair, Dakshin Khan"
317,Grab This 1800 Sq.Ft Apartment Up For Sale At Bashundhara R-A Beside Viquarunnisa Noon School and College,3.0,3.0,5,vacant,1800.0,dhaka,"৳16,000,000","Block F, Bashundhara R-A"
318,1250 Square Feet-3 Bedroom Residential Apartment For Sale Close To East Ahmed Nagar Baitul Ekram Masjid.,3.0,3.0,2,vacant,1250.0,dhaka,"৳5,250,000","Ahmed Nagar, Mirpur"
320,"Let Us Assist You To Buy This 900 Sq.Ft Flat At Sugandha Housing, Hemayetpur Summiting The Vision About Your Future Home.",3.0,2.0,9,vacant,900.0,dhaka,"৳2,900,000","Hemayetpur, Savar"
321,"1050 Sq Ft Flat For Sale In Radio Colony, Savar",2.0,2.0,6,vacant,1050.0,dhaka,"৳3,360,000","Radio Colony, Savar"
322,Find 1250 SQ FT flat available for sale in Bashundhara R-A,3.0,3.0,2,vacant,1250.0,dhaka,"৳11,500,000","Block C, Bashundhara R-A"
323,"Offering You An Excellent 1675 Sq Ft Flat For Sale In Shah Ali Bag, Mirpur",3.0,3.0,9,vacant,1675.0,dhaka,"৳9,712,500","Section 1, Mirpur"
324,"Worthy 1300 Sq Ft Residential Apartment Is For Sale At Ahmed Nagar, Mirpur",3.0,3.0,1,vacant,1300.0,dhaka,"৳7,500,000","Ahmed Nagar, Mirpur"
325,There Is 3 Bedroom Apartment Up For Sale In The Location Of Dhanmondi Near Sunnydale.,3.0,4.0,1,vacant,2787.0,dhaka,"৳29,000,000","Road No 12A, Dhanmondi"
326,5040 Sq. Ft Apartment Which Is Up For Sale At Bashundhara R-a Near To Ebenzer International School.,4.0,4.0,9,vacant,5040.0,dhaka,"৳54,000,000","Block C, Bashundhara R-A"
327,"An Apartment Is Ready For Sale At Uttara -9, Near Uttara Ideal College",3.0,2.0,5,vacant,986.0,dhaka,"৳6,200,000","Sector 9, Uttara"
328,Visit This Apartment For Sale In Dakshin Khan Near Nogoriabari Mohammadia Jame Masjid,2.0,2.0,5,vacant,920.0,dhaka,"৳3,300,000","South Chalabon, Dakshin Khan"
329,Flat For Sale In Agargaon Close To Agargaon Jame Masjid,3.0,3.0,1,vacant,1275.0,dhaka,"৳8,500,000","West Agargaon, Agargaon"
330,An Exemplary Flat For You Is Offered By Us Near To NCC Bank Limited,3.0,3.0,2,vacant,2290.0,dhaka,"৳22,500,000","Block B, Bashundhara R-A"
331,1400 Sq Ft Flat Is Available For Sale In Mirpur 12 Nearby City Bank,3.0,3.0,2,vacant,1400.0,dhaka,"৳7,800,000","Section 12, Mirpur"
332,A Reasonable Apartment Is Available For Sale At Mirpur-10,3.0,2.0,4,vacant,1075.0,dhaka,"৳5,500,000","Section 10, Mirpur"
